mean.salt,HYBAS_ID
27.75749501995012,7120730600
NA,7120727260
0,7121144020
0,7121143430
0,7120702660
0,7120702540
0,7120701280
0,7120700040
18.0335315777238,7121147190
0,7121141460
0,7120677820
0,7120675400
0,7120696810
6.653213982729568,7120694820
3.370552934919085,7121131080
9.252498265647104,7120691370
0,7120666100
0,7120693700
0,7120697750
1.2722185028923882,7121135970
17.081535323053345,7120681060
9.084270997480912,7121137920
8.770187231834898,7120670370
21.08685076513956,7121121710
1.7972478523528834,7121137290
56.22672162504278,7120668520
3.6737861072315887,7120690680
0.839440361146004,7120686430
0.3431558399410038,7120702990
3.388996434766193,7120690240
3.6589424826882104,7121136890
1.2245953503776998,7121133690
0,7120688070
9.875262725047577,7121136860
18.41058335336698,7121142390
4.7174490006243595,7121112890
123.35335062838149,7120693040
70.79004150390625,7120633880
218.26197590801002,7121111750
23.852341308284867,7120698880
145.30486246057458,7121145470
71.16259824216755,7121145660
83.98058577297496,7121145960
134.69738064696458,7120667450
39.82597097313922,7120726570
24.105192786768864,7120694260
29.863921143287836,7120626220
98.4957368850708,7121125430
50.76504492122222,7120687150
55.702540856438716,7121154250
27.40017487899117,7120622400
46.598075273741095,7120689090
43.80256246933209,7120620810
NA,7120732480
114.49966430664062,7120732900
23.650518170830345,7120732830
56.08147041165099,7120690250
1306.5014595433286,7120683730
1292.6334581287629,7120657450
205.52358337835219,7120656810
508.1033035536944,7120656710
1555.657289541451,7120688740
1878.627259765625,7120680650
972.5036833626883,7120655280
1242.7467335347596,7121133080
1690.431444348787,7121127000
12.77475643157959,7120659450
155.05911221057912,7121153910
1725.3018016815186,7120688930
31.891590138699147,7120702460
18.62004957012102,7121100970
NA,7121156310
23.740563297271727,7120605380
110.34282625355006,7120608100
95.23807342707762,7121100800
NA,7121156080
294.92338403066,7121134640
259.7226997557141,7120604380
25.303420915274785,7120600010
100.4168217976888,7121139030
42.62632842834838,7120608470
113.66694297790528,7121138840
1316.3322486877441,7120604580
294.95848846435547,7121093050
198.26782250782801,7121112210
53.049072265625,7120704990
95.16436767578125,7121144570
214.23664354444384,7121145200
431.6466064453125,7120581670
442.4377899169922,7120581410
330.1718050415753,7120580030
382.2742750379774,7121134930
73.03858058763586,7121142170
843.8476604972918,7121102770
158.62713533289292,7121138570
1559.4665337104302,7121119880
1518.3803577583378,7120562740
306.34549596187844,7121118870
192.84895378834491,7120637900
47.39723234356574,7120635210
29.442771121433804,7120634030
72.7423890136009,7121103910
77.6106529874283,7120649010
16.532037566689883,7120612960
0,7120611100
718.2251762390136,7120627400
215.1653570359753,7120654450
103.19657766892135,7120654350
148.26564204518388,7120655060
196.3211893717448,7120654820
6.4016157786051435,7120608130
152.03944101641255,7120657130
171.9391349761592,7121122810
0,7120605110
127.03981644977895,7120608140
429.7114593272901,7120654170
163.1161028693704,7120648680
75.66155841786374,7120661890
124.90872377769969,7120661960
242.61118404681866,7120660290
4339.966005931181,7120653840
0,7121099540
368.96116333007814,7121121770
140.88542556762695,7121123980
257.3026231058528,7121125320
72.29859060834545,7120666450
6.6089269244481645,7120668730
62.45436477661133,7120668340
580.4131711929564,7120594930
43.09205339338396,7121127590
552.5853390900985,7121129010
103.74932727917947,7121127650
165.44202347307015,7121129050
60.324428347722154,7120592080
645.3617614110311,7120673000
1194.8114572252546,7120674050
248.20572972451487,7120668350
601.679803396236,7120668440
1354.2114175566544,7121130450
382.5552192101112,7120668540
182.5589094895583,7120667360
433.40650136847245,7120669350
99.12179417763987,7121091850
1661.6646135503595,7121131550
747.9383047392874,7121115590
350.93714210510257,7120671830
267.9606192817901,7120671820
746.8137479615443,7121098780
764.3391636674122,7121099050
222.7809315470906,7120676220
138.4123712488123,7120676210
1375.3211753786975,7121097700
262.3345866890111,7120671340
314.1912274732657,7121132530
397.7862539438101,7121132520
416.62278100216025,7120658260
645.3617744445801,7121132740
171.7495037425648,7120624330
516.2894002278646,7121133570
453.27222257671934,7121113760
615.127440884582,7121118150
474.2147167901308,7121091420
356.4020574998486,7121121930
592.5196192341466,7120604160
915.8076333438648,7121094890
626.3734799898588,7120575190
520.4642950628222,7121121170
0,7120628440
1173.928003211931,7121113330
528.2857197352818,7120575710
768.8109248517508,7121094210
569.248765586079,7121099350
781.327747938368,7120656650
343.4587599534255,7121130820
1019.6363187282205,7120646360
674.2511712758819,7121085240
349.34756147183055,7120618770
954.2278345862101,7120579750
682.1975614620688,7120618270
194.98170157931497,7121131930
321.11888878624717,7120576950
590.1894929188463,7120576830
570.227577952157,7120604800
1115.2549109920378,7120633790
1140.2176236502733,7121109930
558.9098808651879,7120618960
1214.2343804253471,7120619360
250.79973718317973,7120571530
921.3194218532295,7121112170
374.0639832626433,7121109090
516.5827396692855,7120619370
737.2198279929046,7120634560
174.7297975694811,7120560090
332.321302103051,7121101160
416.49944446437166,7120562760
512.3232480401862,7120617110
752.4253486258085,7120611140
242.2933831983997,7120581270
