WATERSHED,YEAR,MONTH,DAY,EST,CA_CONC,MG_CONC,K_CONC,NA_CONC,AL_CONC,NH4_CONC,PH,H_CONC,SO4_CONC,NO3_CONC,CL_CONC,PO4_CONC,TOTP_CONC,DOC,TDN,DIC,SIO2_CONC,ANC,CATIONS,ANIONS,SPCOND,CALC_COND,TEMP,STAGE,FLOW,H_GRAPH,FIELD_CODE,MVAR_CODE,ION_BAL,ION_ERROR,QA_CODE,PASS
70,2014,4,14,1230,1.3,0.28,0.38,1.8,0.01,0.037,6.13,-3,2.28,0.1,2.23,0.002,-3,1.56,0.17,192,1.97,48.9,0,0,16.8,0,9.4,0.26,-3,FLUME,907,Z,0,0,0,
70,2014,4,21,1155,1.83,0.4,0.48,2.28,0.01,0.009,6.27,-3,3.06,0.11,2.85,0.001,-3,1.82,0.1,170,2.52,71.5,0,0,21.9,0,5.6,0.23,-3,FLUME,907,Z,0,0,0,
70,2014,4,28,1120,1.74,0.37,0.49,2.28,0.01,0.003,6.46,-3,3.12,0.07,2.96,0.001,-3,1.85,0.12,130,2.62,-999.9,0,0,22.7,0,8.3,0.2,-3,FLUME,907,Z,0,0,0,
70,2014,5,5,815,1.72,0.37,0.47,2.24,0.01,0.005,6.53,-3,3.13,0.05,2.95,0.001,-3,1.85,0.12,117,2.65,79.7,0,0,22.5,0,10.9,0.14,-3,FLUME,907,Z,0,0,0,
70,2014,5,12,845,1.87,0.42,0.52,2.42,0.03,0.003,6.6,-3,2.99,0.02,3,0.001,-3,1.8,0.08,126,2.53,81.7,0,0,22.4,0,14.5,0.14,-3,FLUME,907,Z,0,0,0,
70,2014,5,19,835,1.93,0.44,0.54,2.58,0.03,0.003,6.62,-3,3.04,0.02,3.08,0.001,-3,1.91,0.07,113,2.54,81.4,0,0,21.7,0,15.6,0.22,-3,FLUME,907,Z,0,0,0,
70,2014,5,26,845,1.79,0.39,0.5,2.52,0.01,0.003,6.58,-3,3,0.02,3.01,0.002,-3,1.88,0.12,119,2.65,83.2,0,0,22.6,0,17.9,0.17,-3,FLUME,907,Z,0,0,0,
70,2014,6,2,1000,1.72,0.38,0.47,2.38,0.01,0.008,6.67,-3,2.91,0.02,3.02,0.001,-3,1.76,0.1,114,2.3,84.4,0,0,23.7,0,17.8,0.08,-3,FLUME,907,Z,0,0,0,
70,2014,6,9,830,1.68,0.4,0.5,2.04,0.01,0.003,6.62,-3,3.08,0.02,3.18,0.001,-3,1.96,0.08,112,2.15,83.6,0,0,23.6,0,22,0.05,-3,FLUME,907,Z,0,0,0,
70,2014,6,16,835,1.62,0.39,0.49,2.05,0.01,0.003,6.54,-3,3.07,0.02,3.16,0.001,-3,2.02,0.09,113,2.08,77.2,0,0,23.2,0,19.1,0.09,-3,FLUME,907,Z,0,0,0,
70,2014,6,23,740,1.69,0.4,0.52,2.08,0.01,0.003,6.58,-3,3.1,0.02,3.23,0.001,-3,1.97,0.1,119,1.97,77.1,0,0,23.5,0,19.5,0.1,-3,FLUME,907,Z,0,0,0,
